T,X,Y,Z,Device
1336662172378,1.9919758,6.129156,7.8146744,89
1336662172578,-0.30645782,6.129156,9.040505,89
1336662172777,-3.9839516,5.056554,7.6614455999999995,89
1336662172977,0.45968673,6.2823853,7.6614455999999995,89
1336662173178,-1.3790601,5.8226986,7.967903,89
1336662173377,0.15322891,6.129156,7.8146744,89
1336662173578,-0.61291564,6.129156,7.967903,89
1336662173779,-0.45968673,6.129156,7.6614455999999995,89
1336662173978,-0.61291564,5.975927400000001,7.967903,89
1336662174177,0.61291564,6.2823853,7.967903,89
1336662174378,0.91937345,6.2823853,8.121132000000001,89
1336662174577,0.45968673,6.129156,7.3549875999999985,89
1336662174780,0.91937345,5.975927400000001,7.6614455999999995,89
1336662174981,0.91937345,6.129156,7.8146744,89
1336662175187,1.3790601,5.975927400000001,7.3549875999999985,89
1336662175388,1.532289,5.975927400000001,7.8146744,89
1336662175592,1.532289,6.129156,6.895301,89
1336662175787,0.91937345,5.975927400000001,8.580819,89
1336662175988,1.532289,5.975927400000001,7.6614455999999995,89
1336662176188,1.685518,6.129156,7.6614455999999995,89
1336662176388,1.532289,5.975927400000001,7.8146744,89
1336662176642,1.2258313,5.975927400000001,7.8146744,89
1336662176834,1.3790601,5.66947,7.5082164,89
1336662176999,0.7661445,5.8226986,7.3549875999999985,89
1336662177198,1.3790601,5.8226986,7.3549875999999985,89
1336662177400,1.2258313,5.8226986,7.6614455999999995,89
1336662177598,1.8387468999999996,5.8226986,7.3549875999999985,89
1336662177799,1.8387468999999996,5.8226986,7.8146744,89
1336662177998,1.8387468999999996,5.8226986,7.6614455999999995,89
1336662178198,1.3790601,5.8226986,7.5082164,89
1336662178398,1.685518,5.8226986,7.6614455999999995,89
1336662178598,2.1452047999999997,5.8226986,7.5082164,89
1336662178797,1.3790601,5.66947,8.580819,89
1336662178998,1.685518,5.66947,7.8146744,89
1336662179198,1.8387468999999996,5.5162406,7.967903,89
1336662179398,1.685518,5.5162406,7.967903,89
1336662179598,1.3790601,5.5162406,8.427589999999999,89
1336662179798,-0.15322891,5.209783,8.580819,89
1336662179997,1.685518,5.363012,8.121132000000001,89
1336662180197,0.61291564,5.056554,8.274361,89
1336662180399,0.61291564,5.209783,8.274361,89
1336662180596,0.0,5.209783,7.5082164,89
1336662180795,0.7661445,5.5162406,8.427589999999999,89
1336662180998,1.0726023999999998,5.5162406,7.6614455999999995,89
1336662181197,0.61291564,5.363012,8.121132000000001,89
1336662181398,0.30645782,5.209783,7.6614455999999995,89
1336662181600,0.7661445,5.209783,7.0485296,89
1336662181798,0.7661445,5.209783,7.967903,89
1336662181998,0.7661445,5.363012,8.274361,89
1336662182198,0.7661445,5.363012,8.274361,89
1336662182450,0.7661445,5.209783,8.121132000000001,89
1336662182608,0.7661445,5.209783,8.427589999999999,89
1336662182844,-0.15322891,4.290409599999999,9.500193,89
1336662183009,-1.3790601,3.217807,9.653421,89
1336662183208,-0.61291564,3.371036,9.346964,89
1336662183407,-0.61291564,4.4436383,9.500193,89
1336662183607,0.7661445,5.5162406,7.8146744,89
1336662183810,0.45968673,5.363012,8.121132000000001,89
1336662184008,0.45968673,5.363012,8.274361,89
1336662184209,0.61291564,5.5162406,8.274361,89
1336662184446,0.30645782,5.5162406,8.427589999999999,89
1336662184643,0.7661445,5.66947,7.8146744,89
1336662184816,0.15322891,5.363012,8.121132000000001,89
1336662185018,0.45968673,5.66947,8.427589999999999,89
1336662185218,0.30645782,5.5162406,8.121132000000001,89
1336662185418,0.7661445,5.5162406,8.121132000000001,89
1336662185625,0.0,5.363012,8.427589999999999,89
1336662185827,0.61291564,5.66947,8.580819,89
1336662186029,0.30645782,5.209783,8.121132000000001,89
1336662186228,0.61291564,5.363012,8.121132000000001,89
1336662186428,0.45968673,5.5162406,8.121132000000001,89
1336662186628,0.30645782,5.5162406,8.427589999999999,89
1336662186864,0.30645782,5.209783,8.427589999999999,89
1336662187080,0.61291564,5.5162406,8.274361,89
1336662187248,0.0,5.363012,8.427589999999999,89
1336662187447,0.91937345,5.8226986,7.6614455999999995,89
1336662187648,1.532289,5.975927400000001,7.5082164,89
1336662187848,1.2258313,5.975927400000001,7.8146744,89
1336662188047,1.2258313,5.975927400000001,7.8146744,89
1336662188249,1.532289,5.5162406,7.8146744,89
1336662188449,1.3790601,5.66947,7.967903,89
1336662188648,1.3790601,5.66947,8.121132000000001,89
1336662188847,1.2258313,6.2823853,7.8146744,89
1336662189047,0.7661445,6.435614,7.3549875999999985,89
1336662189248,0.91937345,6.435614,7.3549875999999985,89
1336662189448,1.2258313,6.588842999999999,7.201759,89
1336662189648,1.0726023999999998,6.435614,7.5082164,89
1336662189847,1.0726023999999998,6.588842999999999,7.201759,89
1336662190048,0.91937345,6.588842999999999,7.201759,89
1336662190248,1.0726023999999998,6.435614,7.5082164,89
1336662190491,1.3790601,6.435614,7.5082164,89
1336662190682,1.0726023999999998,6.2823853,8.121132000000001,89
1336662190866,0.91937345,6.435614,7.8146744,89
1336662191067,0.91937345,5.8226986,7.6614455999999995,89
1336662191267,1.685518,6.2823853,7.8146744,89
1336662191467,1.0726023999999998,5.975927400000001,7.967903,89
1336662191667,1.3790601,6.2823853,7.201759,89
1336662191867,0.30645782,5.8226986,8.427589999999999,89
1336662192067,0.91937345,6.129156,7.8146744,89
1336662192270,0.91937345,5.975927400000001,7.3549875999999985,89
1336662192508,0.61291564,5.975927400000001,7.8146744,89
1336662192668,1.0726023999999998,6.129156,7.6614455999999995,89
1336662192869,1.2258313,6.129156,7.6614455999999995,89
1336662193068,0.91937345,6.588842999999999,7.201759,89
1336662193267,0.61291564,5.5162406,8.427589999999999,89
1336662193468,0.61291564,5.66947,7.967903,89
1336662193728,0.91937345,5.8226986,7.8146744,89
1336662194486,0.45968673,5.8226986,7.3549875999999985,89
1336662194486,0.61291564,6.742072,6.588842999999999,89
1336662194487,0.45968673,6.895301,7.3549875999999985,89
1336662194487,0.7661445,5.8226986,8.121132000000001,89
1336662194671,0.0,5.209783,8.427589999999999,89
1336662194867,0.61291564,5.66947,8.121132000000001,89
1336662195069,0.15322891,5.8226986,7.967903,89
1336662195268,0.30645782,6.2823853,7.967903,89
1336662195465,0.15322891,6.129156,7.201759,89
1336662195669,0.30645782,6.2823853,7.967903,89
1336662195868,0.45968673,6.588842999999999,7.5082164,89
1336662196068,0.15322891,6.435614,7.5082164,89
1336662196270,0.61291564,6.2823853,7.8146744,89
1336662196468,0.7661445,6.742072,7.8146744,89
1336662196665,-0.45968673,6.588842999999999,7.967903,89
1336662196879,-0.30645782,6.588842999999999,7.8146744,89
1336662197078,-0.61291564,6.742072,6.2823853,89
1336662197277,-0.15322891,5.8226986,7.8146744,89
1336662197480,-0.15322891,6.129156,7.967903,89
1336662197680,0.30645782,5.8226986,7.967903,89
1336662197878,0.15322891,5.8226986,7.967903,89
1336662198078,0.30645782,5.5162406,8.427589999999999,89
1336662198278,0.0,5.5162406,8.121132000000001,89
1336662198553,0.0,5.66947,7.8146744,89
1336662198685,-0.91937345,5.66947,7.5082164,89
1336662198889,-1.2258313,5.66947,8.580819,89
1336662199088,-0.91937345,5.209783,8.427589999999999,89
1336662199287,-1.532289,4.903325,9.193734,89
1336662199487,-0.30645782,5.056554,8.734048,89
1336662199688,-1.3790601,4.903325,8.580819,89
1336662199888,-0.61291564,4.903325,8.427589999999999,89
1336662200088,-0.61291564,5.209783,8.274361,89
1336662200287,-0.61291564,5.209783,8.427589999999999,89
1336662200495,-0.7661445,5.8226986,7.967903,89
1336662200702,-0.45968673,5.66947,7.967903,89
1336662200898,-0.61291564,5.5162406,8.427589999999999,89
1336662201098,-0.30645782,5.8226986,8.734048,89
1336662201309,-0.91937345,6.742072,6.2823853,89
1336662201506,-0.91937345,5.8226986,7.967903,89
1336662201707,-0.15322891,5.66947,8.121132000000001,89
1336662201907,0.0,6.129156,7.201759,89
1336662202107,-2.6048915,5.209783,8.734048,89
1336662202307,2.2984335,6.435614,6.435614,89
1336662202507,2.2984335,5.363012,8.887277000000001,89
1336662202707,0.91937345,6.435614,7.201759,89
1336662202907,-0.91937345,6.2823853,8.121132000000001,89
1336662203107,-0.91937345,5.8226986,8.580819,89
1336662203306,-0.91937345,5.975927400000001,7.967903,89
1336662203508,-0.45968673,6.129156,8.274361,89
1336662203721,-0.30645782,5.8226986,8.427589999999999,89
1336662203907,-1.2258313,5.975927400000001,8.734048,89
1336662204107,-3.064578,1.2258313,6.435614,89
1336662204307,-5.209783,4.4436383,9.346964,89
1336662204506,-2.1452047999999997,4.7500963,7.5082164,89
1336662204714,-2.4516625,4.7500963,7.8146744,89
1336662204906,-1.8387468999999996,5.363012,8.121132000000001,89
1336662205107,-2.4516625,5.056554,8.121132000000001,89
1336662205308,-1.9919758,5.209783,8.274361,89
1336662205508,-1.532289,5.363012,8.121132000000001,89
1336662205729,-1.532289,5.8226986,8.121132000000001,89
1336662205906,-1.685518,5.975927400000001,7.967903,89
1336662206108,-1.532289,6.129156,7.8146744,89
1336662206391,-1.3790601,5.363012,8.427589999999999,89
1336662206519,-0.91937345,5.66947,7.967903,89
1336662206715,-1.685518,5.8226986,7.3549875999999985,89
1336662206929,-1.9919758,5.363012,9.040505,89
1336662207127,0.0,4.596867,8.274361,89
1336662207327,0.0,5.8226986,8.734048,89
1336662207527,0.0,6.588842999999999,5.975927400000001,89
1336662207729,-0.30645782,7.0485296,6.588842999999999,89
1336662207928,-0.45968673,7.201759,6.742072,89
1336662208125,1.532289,7.201759,7.0485296,89
1336662208350,0.91937345,6.895301,6.2823853,89
1336662208547,-1.3790601,2.1452047999999997,8.427589999999999,89
1336662208747,-4.4436383,1.9919758,6.895301,89
1336662208947,-0.15322891,-0.45968673,16.855179999999997,89
1336662209147,0.0,-0.15322891,10.266336,89
1336662209347,-0.91937345,-2.9113493,11.951855,89
1336662209549,-4.290409599999999,-1.0726023999999998,9.653421,89
1336662209748,-0.30645782,-0.61291564,10.266336,89
1336662209949,-0.30645782,-0.15322891,9.500193,89
1336662210155,-0.30645782,-0.45968673,9.959878999999999,89
1336662210356,-0.30645782,-0.45968673,9.653421,89
1336662210607,-0.30645782,-0.45968673,9.653421,89
1336662210806,-0.30645782,-0.45968673,9.959878999999999,89
1336662211009,-0.15322891,-0.45968673,9.653421,89
1336662211244,0.15322891,-0.15322891,9.80665,89
1336662211424,-0.15322891,-0.45968673,9.80665,89
1336662211628,-0.30645782,-0.30645782,9.80665,89
1336662211828,0.15322891,-0.15322891,9.80665,89
1336662212028,0.0,-0.15322891,10.113108,89
1336662212227,2.2984335,-0.7661445,9.653421,89
1336662212427,-0.15322891,0.0,9.80665,89
1336662212628,-0.15322891,-0.15322891,9.80665,89
1336662212828,-0.15322891,0.0,9.80665,89
1336662213067,-0.30645782,0.0,9.80665,89
1336662213229,-0.30645782,0.0,9.80665,89
1336662213428,-0.15322891,0.0,9.80665,89
1336662213628,0.0,0.0,9.653421,89
1336662213828,0.0,0.15322891,9.80665,89
1336662214028,-0.15322891,0.0,9.80665,89
1336662214228,0.0,0.15322891,9.653421,89
1336662214428,-0.15322891,0.0,9.653421,89
1336662214628,-0.15322891,0.15322891,9.653421,89
1336662214828,-0.15322891,0.15322891,9.959878999999999,89
1336662215028,0.0,0.15322891,9.80665,89
1336662215228,0.0,0.15322891,9.959878999999999,89
1336662215425,0.0,0.15322891,9.653421,89
1336662215628,0.15322891,0.15322891,9.80665,89
1336662215828,0.0,0.15322891,9.80665,89
1336662216028,0.0,0.15322891,9.80665,89
1336662216228,0.0,0.15322891,9.653421,89
1336662216428,-0.15322891,0.15322891,9.80665,89
1336662216678,-0.30645782,0.0,10.572795,89
1336662216838,-0.30645782,0.15322891,9.80665,89
1336662242125,0.45968673,1.532289,9.500193,89
1336662242307,0.0,0.15322891,9.653421,89
1336662242505,-0.15322891,0.0,9.653421,89
1336662242705,-0.45968673,-1.9919758,9.80665,89
1336662242907,-0.30645782,-0.15322891,9.653421,89
1336662243107,0.15322891,0.0,9.500193,89
1336662243307,0.0,0.0,9.653421,89
1336662243508,0.15322891,-0.30645782,9.959878999999999,89
1336662243718,0.0,0.15322891,9.80665,89
1336662243908,0.0,0.15322891,9.80665,89
1336662244152,0.15322891,0.15322891,9.80665,89
1336662244308,0.0,0.15322891,9.653421,89
1336662244522,-0.45968673,-0.15322891,12.258312,89
1336662244719,0.15322891,0.15322891,9.80665,89
1336662244919,-0.15322891,0.0,10.113108,89
1336662245118,0.0,0.0,9.80665,89
1336662245317,0.0,0.15322891,9.653421,89
1336662245554,0.15322891,0.15322891,9.653421,89
1336662245725,0.0,0.0,10.113108,89
1336662245963,0.15322891,0.15322891,9.80665,89
1336662379023,0.30645782,-0.15322891,9.80665,89
1336662379178,0.30645782,-0.15322891,9.80665,89
1336662379378,0.45968673,0.0,9.80665,89
1336662379578,0.45968673,-0.15322891,9.653421,89
1336662380075,0.30645782,-0.15322891,9.80665,89
1336662380093,0.30645782,-0.15322891,9.80665,89
1336662380181,0.45968673,0.0,9.80665,89
1336662380378,0.30645782,0.0,9.653421,89
1336662380588,0.30645782,-0.15322891,9.80665,89
1336662380781,0.45968673,0.0,9.80665,89
1336662380978,0.45968673,-0.15322891,9.80665,89
1336662381178,0.45968673,0.0,9.653421,89
1336662381380,0.30645782,0.0,9.653421,89
1336662381578,0.30645782,-0.15322891,9.80665,89
1336662381775,0.45968673,-0.15322891,9.80665,89
1336662381978,0.30645782,0.0,9.653421,89
1336662382180,0.15322891,0.0,9.653421,89
1336662382440,6.742072,-1.8387468999999996,16.395493,89
1336662382577,4.596867,0.45968673,3.9839516,89
1336662382778,2.4516625,4.290409599999999,6.435614,89
1336662382977,2.1452047999999997,5.66947,6.588842999999999,89
1336662383179,-0.61291564,4.1371803,7.6614455999999995,89
1336662383376,-1.2258313,4.903325,7.0485296,89
1336662383577,-0.61291564,2.9113493,9.346964,89
1336662383777,-0.45968673,2.7581203,10.113108,89
1336662383977,-0.15322891,3.6774937999999993,8.887277000000001,89
1336662384177,-0.91937345,3.371036,9.346964,89
1336662384377,-1.2258313,4.1371803,9.653421,89
1336662384596,-1.3790601,3.8307227999999998,7.967903,89
1336662384797,-0.61291564,5.8226986,7.5082164,89
1336662384997,-1.532289,5.056554,7.201759,89
1336662385220,-3.9839516,5.056554,5.975927400000001,89
1336662385397,-2.9113493,3.8307227999999998,9.040505,89
1336662385597,-0.91937345,4.596867,8.427589999999999,89
1336662385797,-1.3790601,4.1371803,8.734048,89
1336662385998,-1.2258313,4.290409599999999,9.040505,89
1336662386198,-0.91937345,4.596867,8.734048,89
1336662386397,-0.45968673,3.371036,9.653421,89
1336662386597,-1.2258313,3.6774937999999993,9.346964,89
1336662386797,-0.7661445,2.9113493,9.346964,89
1336662387000,-0.45968673,3.371036,9.346964,89
1336662387205,-0.7661445,3.064578,9.500193,89
1336662387407,-0.91937345,2.7581203,9.040505,89
1336662387607,-0.91937345,3.064578,8.274361,89
1336662388410,-1.532289,2.6048915,8.734048,89
1336662388411,-0.61291564,2.4516625,9.346964,89
1336662388411,-0.91937345,2.7581203,9.500193,89
1336662388461,-0.91937345,2.9113493,9.500193,89
1336662388609,-0.30645782,1.685518,9.653421,89
1336662388807,-4.1371803,4.903325,8.121132000000001,89
1336662389007,-2.2984335,3.8307227999999998,8.887277000000001,89
1336662389208,-1.2258313,3.5242648,8.887277000000001,89
1336662389408,-1.2258313,3.5242648,8.887277000000001,89
1336662389608,-1.3790601,3.8307227999999998,8.887277000000001,89
1336662389864,-1.2258313,3.9839516,8.734048,89
1336662390048,-0.91937345,4.596867,8.580819,89
1336662390211,0.30645782,3.064578,9.346964,89
1336662390409,-1.8387468999999996,4.1371803,8.734048,89
1336662390610,-0.7661445,3.8307227999999998,9.193734,89
1336662390806,-0.45968673,3.6774937999999993,9.193734,89
1336662391008,-0.61291564,3.5242648,9.040505,89
1336662391260,-0.45968673,3.5242648,9.040505,89
1336662391443,-1.2258313,3.371036,9.653421,89
1336662391617,-0.61291564,3.5242648,9.346964,89
1336662391815,-0.45968673,3.9839516,8.887277000000001,89
1336662392017,-0.91937345,3.8307227999999998,8.887277000000001,89
1336662392218,-0.45968673,3.9839516,8.734048,89
1336662392416,-1.685518,4.290409599999999,6.742072,89
1336662392617,-0.91937345,3.8307227999999998,10.113108,89
1336662392846,-0.91937345,3.8307227999999998,8.734048,89
1336662393019,-0.7661445,3.6774937999999993,9.346964,89
1336662393218,-1.0726023999999998,3.5242648,9.500193,89
1336662393417,-1.2258313,3.9839516,8.887277000000001,89
1336662393618,-1.0726023999999998,3.9839516,9.040505,89
1336662393816,-0.45968673,4.4436383,7.5082164,89
1336662394016,-1.8387468999999996,4.1371803,7.967903,89
1336662394217,-0.45968673,3.9839516,9.193734,89
1336662394418,-0.91937345,3.8307227999999998,9.040505,89
1336662394620,-1.0726023999999998,3.5242648,8.734048,89
1336662394816,-1.3790601,3.6774937999999993,9.040505,89
1336662395017,-1.3790601,3.5242648,9.193734,89
1336662395218,-0.91937345,3.5242648,9.193734,89
1336662395494,-0.91937345,3.5242648,9.040505,89
1336662395659,-1.685518,3.217807,9.193734,89
1336662395819,-1.3790601,3.6774937999999993,8.427589999999999,89
1336662396017,-1.9919758,3.217807,9.346964,89
1336662396217,-1.0726023999999998,3.064578,10.266336,89
1336662396435,-1.3790601,3.371036,9.346964,89
1336662396617,-0.45968673,4.1371803,8.887277000000001,89
1336662396818,-0.91937345,3.9839516,9.193734,89
1336662397017,-1.0726023999999998,3.9839516,8.887277000000001,89
1336662397218,-1.0726023999999998,4.1371803,9.040505,89
1336662397418,-1.0726023999999998,3.9839516,8.734048,89
1336662397655,-1.0726023999999998,3.8307227999999998,8.887277000000001,89
1336662397818,-1.2258313,3.8307227999999998,8.887277000000001,89
1336662398017,-1.0726023999999998,3.8307227999999998,9.040505,89
1336662398218,-1.2258313,3.6774937999999993,8.734048,89
1336662398451,-1.3790601,2.7581203,9.346964,89
1336662398618,-0.91937345,2.9113493,9.346964,89
1336662398818,-1.0726023999999998,2.7581203,9.500193,89
1336662399017,-0.91937345,3.064578,9.193734,89
1336662399218,-0.91937345,3.217807,9.040505,89
1336662399418,-1.0726023999999998,3.371036,9.040505,89
1336662399661,-0.91937345,3.371036,9.193734,89
1336662399817,-0.91937345,3.371036,9.500193,89
1336662400018,-1.0726023999999998,3.217807,9.346964,89
1336662400217,-0.91937345,3.217807,9.193734,89
1336662400418,-0.7661445,3.217807,9.346964,89
1336662400635,-1.532289,3.217807,8.734048,89
1336662400816,-1.0726023999999998,3.217807,8.580819,89
1336662401015,-1.3790601,3.064578,9.653421,89
1336662401216,-0.91937345,3.064578,9.80665,89
1336662401419,-0.15322891,3.064578,9.80665,89
1336662401616,-0.91937345,3.217807,9.193734,89
1336662401819,-1.2258313,3.064578,9.040505,89
1336662402015,-0.7661445,3.5242648,9.653421,89
1336662402559,-0.61291564,3.8307227999999998,8.734048,89
1336662402559,-0.91937345,3.5242648,9.040505,89
1336662402618,-0.61291564,3.5242648,9.346964,89
1336662402821,0.45968673,3.064578,7.967903,89
1336662403016,-4.1371803,7.201759,6.588842999999999,89
1336662403287,-3.6774937999999993,5.5162406,7.967903,89
1336662404015,-1.9919758,4.290409599999999,8.887277000000001,89
1336662404015,-1.8387468999999996,4.1371803,8.580819,89
1336662404015,-1.685518,3.9839516,9.653421,89
1336662404026,-2.2984335,4.596867,6.895301,89
1336662404231,-0.61291564,1.8387468999999996,9.959878999999999,89
1336662404460,-1.532289,2.2984335,8.887277000000001,89
1336662404637,-0.30645782,1.685518,9.959878999999999,89
1336662404837,-0.7661445,1.532289,10.419566,89
1336662405047,-0.61291564,2.1452047999999997,9.040505,89
1336662405237,-1.532289,1.685518,9.500193,89
1336662405489,-0.91937345,2.2984335,9.500193,89
1336662405636,-1.3790601,2.2984335,9.346964,89
1336662405836,-1.9919758,2.7581203,9.959878999999999,89
1336662406091,-1.0726023999999998,4.290409599999999,7.3549875999999985,89
1336662406237,-0.7661445,4.596867,9.193734,89
1336662406437,-0.15322891,4.596867,8.580819,89
1336662406637,-0.91937345,4.290409599999999,9.346964,89
1336662407836,-0.61291564,4.903325,8.734048,89
1336662407853,-1.2258313,4.4436383,8.887277000000001,89
1336662407853,-1.2258313,4.596867,11.032481,89
1336662407862,-2.1452047999999997,1.2258313,13.024457,89
1336662407862,-1.0726023999999998,6.435614,6.129156,89
1336662407862,1.3790601,6.742072,5.209783,89
1336662408039,-1.0726023999999998,7.6614455999999995,5.8226986,89
1336662408237,-0.61291564,8.734048,5.66947,89
1336662408520,1.2258313,8.121132000000001,4.4436383,89
1336662408636,0.7661445,7.967903,5.209783,89
1336662408845,-1.2258313,8.887277000000001,6.435614,89
1336662409037,-1.532289,7.3549875999999985,6.895301,89
1336662409244,-1.0726023999999998,5.66947,8.887277000000001,89
1336662409437,1.3790601,2.7581203,12.564771,89
1336662409635,-1.9919758,4.596867,4.1371803,89
1336662409946,-2.4516625,6.2823853,4.903325,89
1336662410353,3.5242648,8.274361,9.500193,89
1336662410455,0.15322891,5.363012,5.5162406,89
1336662410455,2.1452047999999997,6.2823853,5.363012,89
1336662410636,4.7500963,1.0726023999999998,11.798625999999999,89
1336662410837,0.7661445,0.0,10.726024,89
1336662411043,-1.2258313,-0.45968673,12.105083,89
1336662411237,1.2258313,3.8307227999999998,5.66947,89
1336662411454,0.91937345,3.8307227999999998,7.967903,89
1336662411689,-1.3790601,3.371036,10.726024,89
1336662411839,-0.15322891,1.0726023999999998,11.798625999999999,89
1336662412331,0.7661445,4.7500963,8.580819,89
1336662412332,-1.532289,4.4436383,9.346964,89
1336662412449,-2.9113493,4.596867,7.967903,89
1336662412645,-1.0726023999999998,5.66947,7.5082164,89
1336662412847,-2.2984335,1.9919758,10.113108,89
1336662413049,-1.2258313,4.7500963,9.80665,89
1336662413247,0.91937345,4.1371803,7.0485296,89
1336662413447,-2.9113493,7.201759,6.742072,89
1336662413647,-4.1371803,4.596867,13.177685999999998,89
1336662413847,-0.30645782,5.209783,8.887277000000001,89
1336662414047,0.45968673,6.742072,6.2823853,89
1336662414247,0.30645782,5.975927400000001,5.363012,89
1336662414447,2.2984335,4.4436383,5.8226986,89
1336662414647,1.8387468999999996,5.056554,9.959878999999999,89
1336662414847,3.9839516,5.056554,11.18571,89
1336662415047,1.685518,3.9839516,8.121132000000001,89
1336662415249,1.532289,4.290409599999999,7.3549875999999985,89
1336662415447,0.0,4.7500963,10.266336,89
1336662415647,0.61291564,1.685518,6.129156,89
1336662415847,2.1452047999999997,0.91937345,13.177685999999998,89
1336662416047,1.3790601,1.2258313,6.129156,89
1336662416313,0.15322891,2.7581203,8.121132000000001,89
1336662416447,0.61291564,2.6048915,7.6614455999999995,89
1336662416647,0.15322891,3.5242648,11.032481,89
1336662416847,4.7500963,2.2984335,17.00841,89
1336662417047,5.056554,1.9919758,3.6774937999999993,89
1336662417245,6.435614,6.435614,6.2823853,89
1336662417447,3.6774937999999993,4.7500963,13.330915,89
1336662417647,4.1371803,2.6048915,7.0485296,89
1336662417847,3.217807,4.903325,5.209783,89
1336662418049,3.6774937999999993,7.967903,13.024457,89
1336662418247,2.9113493,2.4516625,3.5242648,89
1336662440522,-0.45968673,-0.30645782,9.959878999999999,89
1336662440569,-0.45968673,-0.30645782,9.653421,89
1336662440647,-0.30645782,-0.30645782,9.80665,89
1336662440852,0.30645782,-0.45968673,9.80665,89
1336662441067,4.596867,-1.2258313,11.032481,89
1336662441264,13.330915,-5.8226986,3.064578,89
1336662441519,-0.15322891,-0.61291564,-3.6774937999999993,89
1336662441885,0.45968673,-0.15322891,-10.419566,89
1336662441885,0.30645782,-0.15322891,-9.959878999999999,89
1336662442036,-0.30645782,0.0,-10.113108,89
1336662442237,0.91937345,-0.15322891,-10.113108,89
1336662442444,1.2258313,-0.61291564,-9.959878999999999,89
1336662442640,-0.30645782,0.30645782,-9.959878999999999,89
1336662442856,-0.45968673,0.30645782,-9.959878999999999,89
1336662443034,1.0726023999999998,-0.61291564,-10.113108,89
1336662443239,-0.30645782,0.30645782,-9.959878999999999,89
1336662443510,-0.15322891,-0.61291564,-9.959878999999999,89
1336662443648,0.15322891,-0.30645782,-10.113108,89
1336662443837,0.45968673,-0.15322891,-9.959878999999999,89
1336662444035,0.30645782,-0.15322891,-9.959878999999999,89
1336662444248,0.45968673,-0.15322891,-10.419566,89
1336662444437,2.7581203,3.064578,-12.564771,89
1336662444813,9.040505,-0.30645782,-4.290409599999999,89
1336662444853,0.91937345,3.5242648,5.66947,89
1336662445058,3.9839516,3.5242648,8.887277000000001,89
1336662445256,1.532289,5.209783,7.8146744,89
1336662445437,0.7661445,5.5162406,7.8146744,89
1336662445636,-1.8387468999999996,5.66947,7.3549875999999985,89
1336662446264,0.91937345,0.30645782,-4.903325,89
1336662446265,6.742072,0.45968673,-16.242264000000002,89
1336662446265,1.685518,-2.1452047999999997,-8.580819,89
1336662446434,2.6048915,-1.0726023999999998,-9.80665,89
1336662446634,0.61291564,-0.7661445,-10.726024,89
1336662446839,0.0,-0.15322891,-9.80665,89
1336662447049,0.91937345,-1.0726023999999998,-9.959878999999999,89
1336662447247,0.15322891,-0.61291564,-9.959878999999999,89
1336662447436,0.0,-0.61291564,-9.959878999999999,89
1336662447653,0.0,-0.7661445,-10.419566,89
1336662447838,0.15322891,-0.30645782,-10.113108,89
1336662448036,0.15322891,-0.45968673,-10.113108,89
1336662448252,0.61291564,-0.15322891,-9.80665,89
1336662448436,1.3790601,0.0,-10.266336,89
1336662448634,2.1452047999999997,0.30645782,-10.419566,89
1336662448834,5.209783,0.7661445,-9.500193,89
